"m","p","tau","rho","width_us","width_riqite","cover_us","cover_riqite","quants_check"
100,0.6,5,0.3,-Inf,-Inf,TRUE,TRUE,0.3
100,0.6,5,0.3,-Inf,-Inf,TRUE,TRUE,0.4
100,0.6,5,0.3,2.22222222222222,-Inf,TRUE,TRUE,0.5
100,0.6,5,0.3,2.54254254254254,2.444,TRUE,TRUE,0.6
100,0.6,5,0.3,2.78278278278278,3.127,TRUE,TRUE,0.7
100,0.6,5,0.3,3.1031031031031,3.592,TRUE,TRUE,0.8
100,0.6,5,0.3,3.38338338338338,4.02,TRUE,TRUE,0.9
100,0.6,5,0.3,3.58358358358358,4.621,TRUE,TRUE,1
100,0.6,5,0.3,-Inf,-Inf,TRUE,TRUE,0.1
100,0.6,5,0.3,-Inf,-Inf,TRUE,TRUE,0.2
100,0.6,5,0.3,-Inf,-Inf,TRUE,TRUE,0.3
100,0.6,5,0.3,-Inf,-Inf,TRUE,TRUE,0.4
100,0.6,5,0.3,1.78178178178178,-Inf,TRUE,TRUE,0.5
100,0.6,5,0.3,2.62262262262262,2.095,TRUE,TRUE,0.6
100,0.6,5,0.3,2.86286286286286,2.739,TRUE,TRUE,0.7
100,0.6,5,0.3,3.18318318318318,3.259,TRUE,TRUE,0.8
100,0.6,5,0.3,3.62362362362362,3.808,TRUE,TRUE,0.9
100,0.6,5,0.3,3.82382382382382,4.668,TRUE,TRUE,1
100,0.6,5,0.3,-Inf,-Inf,TRUE,TRUE,0.1
100,0.6,5,0.3,-Inf,-Inf,TRUE,TRUE,0.2
100,0.6,5,0.3,-Inf,-Inf,TRUE,TRUE,0.3
100,0.6,5,0.3,-Inf,-Inf,TRUE,TRUE,0.4
100,0.6,5,0.3,1.94194194194194,1.811,TRUE,TRUE,0.5
100,0.6,5,0.3,2.14214214214214,3.184,TRUE,TRUE,0.6
100,0.6,5,0.3,2.38238238238238,3.694,TRUE,TRUE,0.7
100,0.6,5,0.3,2.78278278278278,4.207,TRUE,TRUE,0.8
100,0.6,5,0.3,3.1031031031031,4.516,TRUE,TRUE,0.9
100,0.6,5,0.3,3.54354354354354,4.914,TRUE,TRUE,1
100,0.6,5,0.3,-Inf,-Inf,TRUE,TRUE,0.1
100,0.6,5,0.3,-Inf,-Inf,TRUE,TRUE,0.2
100,0.6,5,0.3,-Inf,-Inf,TRUE,TRUE,0.3
100,0.6,5,0.3,-Inf,-Inf,TRUE,TRUE,0.4
100,0.6,5,0.3,2.06206206206206,2.055,TRUE,TRUE,0.5
100,0.6,5,0.3,2.38238238238238,2.838,TRUE,TRUE,0.6
100,0.6,5,0.3,2.66266266266266,3.146,TRUE,TRUE,0.7
100,0.6,5,0.3,3.02302302302302,3.566,TRUE,TRUE,0.8
100,0.6,5,0.3,3.18318318318318,3.89,TRUE,TRUE,0.9
100,0.6,5,0.3,3.5035035035035,4.329,TRUE,TRUE,1
100,0.6,5,0.3,-Inf,-Inf,TRUE,TRUE,0.1
100,0.6,5,0.3,-Inf,-Inf,TRUE,TRUE,0.2
100,0.6,5,0.3,-Inf,-Inf,TRUE,TRUE,0.3
100,0.6,5,0.3,-Inf,-Inf,TRUE,TRUE,0.4
100,0.6,5,0.3,2.34234234234234,-Inf,TRUE,TRUE,0.5
100,0.6,5,0.3,2.74274274274274,3.063,TRUE,TRUE,0.6
100,0.6,5,0.3,3.18318318318318,3.489,TRUE,TRUE,0.7
100,0.6,5,0.3,3.34334334334334,3.969,TRUE,TRUE,0.8
100,0.6,5,0.3,3.54354354354354,4.376,TRUE,TRUE,0.9
100,0.6,5,0.3,3.78378378378378,4.929,TRUE,TRUE,1
100,0.6,5,0.3,-Inf,-Inf,TRUE,TRUE,0.1
100,0.6,5,0.3,-Inf,-Inf,TRUE,TRUE,0.2
100,0.6,5,0.3,-Inf,-Inf,TRUE,TRUE,0.3
100,0.6,5,0.3,-Inf,-Inf,TRUE,TRUE,0.4
100,0.6,5,0.3,2.3023023023023,2.761,TRUE,TRUE,0.5
100,0.6,5,0.3,3.3033033033033,3.693,TRUE,TRUE,0.6
100,0.6,5,0.3,3.5035035035035,4.119,TRUE,TRUE,0.7
100,0.6,5,0.3,3.86386386386386,4.429,TRUE,TRUE,0.8
100,0.6,5,0.3,4.1041041041041,4.753,TRUE,TRUE,0.9
100,0.6,5,0.3,4.26426426426426,5.241,TRUE,TRUE,1
100,0.6,5,0.3,-Inf,-Inf,TRUE,TRUE,0.1
100,0.6,5,0.3,-Inf,-Inf,TRUE,TRUE,0.2
100,0.6,5,0.3,-Inf,-Inf,TRUE,TRUE,0.3
100,0.6,5,0.3,-Inf,-Inf,TRUE,TRUE,0.4
100,0.6,5,0.3,1.86186186186186,-Inf,TRUE,TRUE,0.5
100,0.6,5,0.3,2.14214214214214,2.421,TRUE,TRUE,0.6
100,0.6,5,0.3,2.42242242242242,3.049,TRUE,TRUE,0.7
100,0.6,5,0.3,2.74274274274274,3.506,TRUE,TRUE,0.8
100,0.6,5,0.3,2.86286286286286,3.906,TRUE,TRUE,0.9
100,0.6,5,0.3,3.14314314314314,4.625,TRUE,TRUE,1
100,0.6,5,0.3,-Inf,-Inf,TRUE,TRUE,0.1
100,0.6,5,0.3,-Inf,-Inf,TRUE,TRUE,0.2
100,0.6,5,0.3,-Inf,-Inf,TRUE,TRUE,0.3
100,0.6,5,0.3,-Inf,-Inf,TRUE,TRUE,0.4
100,0.6,5,0.3,1.94194194194194,1.787,TRUE,TRUE,0.5
100,0.6,5,0.3,2.18218218218218,2.52,TRUE,TRUE,0.6
100,0.6,5,0.3,2.54254254254254,2.973,TRUE,TRUE,0.7
100,0.6,5,0.3,2.86286286286286,3.436,TRUE,TRUE,0.8
100,0.6,5,0.3,3.06306306306306,3.844,TRUE,TRUE,0.9
100,0.6,5,0.3,3.46346346346346,4.262,TRUE,TRUE,1
100,0.6,5,0.3,-Inf,-Inf,TRUE,TRUE,0.1
100,0.6,5,0.3,-Inf,-Inf,TRUE,TRUE,0.2
100,0.6,5,0.3,-Inf,-Inf,TRUE,TRUE,0.3
100,0.6,5,0.3,-Inf,-Inf,TRUE,TRUE,0.4
100,0.6,5,0.3,1.46146146146146,-Inf,TRUE,TRUE,0.5
100,0.6,5,0.3,1.74174174174174,1.165,TRUE,TRUE,0.6
100,0.6,5,0.3,2.06206206206206,3.154,TRUE,TRUE,0.7
100,0.6,5,0.3,2.38238238238238,3.801,TRUE,TRUE,0.8
100,0.6,5,0.3,2.66266266266266,4.267,TRUE,TRUE,0.9
100,0.6,5,0.3,3.14314314314314,4.695,TRUE,TRUE,1
500,0.6,5,0.3,-Inf,-Inf,TRUE,TRUE,0.1
500,0.6,5,0.3,0.5005005005005,-Inf,TRUE,TRUE,0.2
500,0.6,5,0.3,1.38138138138138,-Inf,TRUE,TRUE,0.3
500,0.6,5,0.3,1.9019019019019,-Inf,TRUE,TRUE,0.4
500,0.6,5,0.3,2.1021021021021,-Inf,TRUE,TRUE,0.5
500,0.6,5,0.3,2.62262262262262,2.478,TRUE,TRUE,0.6
500,0.6,5,0.3,3.06306306306306,3.102,TRUE,TRUE,0.7
500,0.6,5,0.3,3.42342342342342,3.576,TRUE,TRUE,0.8
500,0.6,5,0.3,3.7037037037037,4.002,TRUE,TRUE,0.9
500,0.6,5,0.3,3.98398398398398,4.587,TRUE,TRUE,1
500,0.6,5,0.3,-Inf,-Inf,TRUE,TRUE,0.1
500,0.6,5,0.3,0.5005005005005,-Inf,TRUE,TRUE,0.2
500,0.6,5,0.3,1.7017017017017,-Inf,TRUE,TRUE,0.3
500,0.6,5,0.3,2.02202202202202,-Inf,TRUE,TRUE,0.4
500,0.6,5,0.3,2.34234234234234,-Inf,TRUE,TRUE,0.5
500,0.6,5,0.3,3.14314314314314,2.731,TRUE,TRUE,0.6
500,0.6,5,0.3,3.5035035035035,3.281,TRUE,TRUE,0.7
500,0.6,5,0.3,3.78378378378378,3.707,TRUE,TRUE,0.8
500,0.6,5,0.3,4.06406406406406,4.163,TRUE,TRUE,0.9
500,0.6,5,0.3,4.3043043043043,4.851,TRUE,TRUE,1
500,0.6,5,0.3,-Inf,-Inf,TRUE,TRUE,0.1
500,0.6,5,0.3,0.34034034034034,-Inf,TRUE,TRUE,0.2
500,0.6,5,0.3,1.06106106106106,-Inf,TRUE,TRUE,0.3
500,0.6,5,0.3,1.5015015015015,-Inf,TRUE,TRUE,0.4
500,0.6,5,0.3,2.1021021021021,-Inf,TRUE,TRUE,0.5
500,0.6,5,0.3,2.62262262262262,2.564,TRUE,TRUE,0.6
500,0.6,5,0.3,3.02302302302302,3.24,TRUE,TRUE,0.7
500,0.6,5,0.3,3.38338338338338,3.728,TRUE,TRUE,0.8
500,0.6,5,0.3,3.78378378378378,4.169,TRUE,TRUE,0.9
500,0.6,5,0.3,4.1041041041041,4.77,TRUE,TRUE,1
500,0.6,5,0.3,-Inf,-Inf,TRUE,TRUE,0.1
500,0.6,5,0.3,0.3003003003003,-Inf,TRUE,TRUE,0.2
500,0.6,5,0.3,0.980980980980981,-Inf,TRUE,TRUE,0.3
500,0.6,5,0.3,1.34134134134134,-Inf,TRUE,TRUE,0.4
500,0.6,5,0.3,2.1021021021021,0.894,TRUE,TRUE,0.5
500,0.6,5,0.3,2.7027027027027,2.553,TRUE,TRUE,0.6
500,0.6,5,0.3,3.14314314314314,3.17,TRUE,TRUE,0.7
500,0.6,5,0.3,3.54354354354354,3.627,TRUE,TRUE,0.8
500,0.6,5,0.3,3.86386386386386,4.061,TRUE,TRUE,0.9
500,0.6,5,0.3,4.18418418418418,4.658,TRUE,TRUE,1
500,0.6,5,0.3,-Inf,-Inf,TRUE,TRUE,0.1
500,0.6,5,0.3,0.18018018018018,-Inf,TRUE,TRUE,0.2
500,0.6,5,0.3,1.22122122122122,-Inf,TRUE,TRUE,0.3
500,0.6,5,0.3,1.54154154154154,-Inf,TRUE,TRUE,0.4
500,0.6,5,0.3,2.26226226226226,-Inf,TRUE,TRUE,0.5
500,0.6,5,0.3,2.82282282282282,2.723,TRUE,TRUE,0.6
500,0.6,5,0.3,3.3033033033033,3.33,TRUE,TRUE,0.7
500,0.6,5,0.3,3.66366366366366,3.801,TRUE,TRUE,0.8
500,0.6,5,0.3,3.94394394394394,4.285,TRUE,TRUE,0.9
500,0.6,5,0.3,4.26426426426426,4.924,TRUE,TRUE,1
500,0.6,5,0.3,-Inf,-Inf,TRUE,TRUE,0.1
500,0.6,5,0.3,0.06006006006006,-Inf,TRUE,TRUE,0.2
500,0.6,5,0.3,0.860860860860861,-Inf,TRUE,TRUE,0.3
500,0.6,5,0.3,1.5015015015015,-Inf,TRUE,TRUE,0.4
500,0.6,5,0.3,2.06206206206206,-Inf,TRUE,TRUE,0.5
500,0.6,5,0.3,2.74274274274274,2.403,TRUE,TRUE,0.6
500,0.6,5,0.3,3.18318318318318,3.142,TRUE,TRUE,0.7
500,0.6,5,0.3,3.54354354354354,3.641,TRUE,TRUE,0.8
500,0.6,5,0.3,3.86386386386386,4.113,TRUE,TRUE,0.9
500,0.6,5,0.3,4.1041041041041,4.753,TRUE,TRUE,1
500,0.6,5,0.3,-Inf,-Inf,TRUE,TRUE,0.1
500,0.6,5,0.3,1.26126126126126,-Inf,TRUE,TRUE,0.2
500,0.6,5,0.3,1.9019019019019,-Inf,TRUE,TRUE,0.3
500,0.6,5,0.3,2.3023023023023,-Inf,TRUE,TRUE,0.4
500,0.6,5,0.3,2.62262262262262,-Inf,TRUE,TRUE,0.5
500,0.6,5,0.3,2.98298298298298,2.917,TRUE,TRUE,0.6
500,0.6,5,0.3,3.38338338338338,3.534,TRUE,TRUE,0.7
500,0.6,5,0.3,3.78378378378378,4.016,TRUE,TRUE,0.8
500,0.6,5,0.3,4.1041041041041,4.501,TRUE,TRUE,0.9
500,0.6,5,0.3,4.38438438438438,5.157,TRUE,TRUE,1
500,0.6,5,0.3,-Inf,-Inf,TRUE,TRUE,0.1
500,0.6,5,0.3,-0.1001001001001,-Inf,TRUE,TRUE,0.2
500,0.6,5,0.3,1.06106106106106,-Inf,TRUE,TRUE,0.3
500,0.6,5,0.3,1.38138138138138,-Inf,TRUE,TRUE,0.4
500,0.6,5,0.3,2.22222222222222,1.153,TRUE,TRUE,0.5
500,0.6,5,0.3,2.78278278278278,2.694,TRUE,TRUE,0.6
500,0.6,5,0.3,3.18318318318318,3.276,TRUE,TRUE,0.7
500,0.6,5,0.3,3.58358358358358,3.728,TRUE,TRUE,0.8
500,0.6,5,0.3,3.9039039039039,4.159,TRUE,TRUE,0.9
500,0.6,5,0.3,4.18418418418418,4.772,TRUE,TRUE,1
500,0.6,5,0.3,-Inf,-Inf,TRUE,TRUE,0.1
500,0.6,5,0.3,0.46046046046046,-Inf,TRUE,TRUE,0.2
500,0.6,5,0.3,1.18118118118118,-Inf,TRUE,TRUE,0.3
500,0.6,5,0.3,1.58158158158158,-Inf,TRUE,TRUE,0.4
500,0.6,5,0.3,2.22222222222222,0.601,TRUE,TRUE,0.5
500,0.6,5,0.3,2.78278278278278,2.651,TRUE,TRUE,0.6
500,0.6,5,0.3,3.22322322322322,3.173,TRUE,TRUE,0.7
500,0.6,5,0.3,3.46346346346346,3.585,TRUE,TRUE,0.8
500,0.6,5,0.3,3.82382382382382,4.032,TRUE,TRUE,0.9
500,0.6,5,0.3,4.1041041041041,4.7,TRUE,TRUE,1
500,0.6,5,0.3,-Inf,-Inf,TRUE,TRUE,0.1
500,0.6,5,0.3,0.42042042042042,-Inf,TRUE,TRUE,0.2
500,0.6,5,0.3,1.18118118118118,-Inf,TRUE,TRUE,0.3
500,0.6,5,0.3,1.58158158158158,-Inf,TRUE,TRUE,0.4
500,0.6,5,0.3,2.22222222222222,-Inf,TRUE,TRUE,0.5
500,0.6,5,0.3,2.78278278278278,2.356,TRUE,TRUE,0.6
500,0.6,5,0.3,3.18318318318318,3.093,TRUE,TRUE,0.7
500,0.6,5,0.3,3.54354354354354,3.6,TRUE,TRUE,0.8
500,0.6,5,0.3,3.86386386386386,4.078,TRUE,TRUE,0.9
500,0.6,5,0.3,4.18418418418418,4.758,TRUE,TRUE,1
500,0.6,5,0.3,-Inf,-Inf,TRUE,TRUE,0.1
500,0.6,5,0.3,0.26026026026026,-Inf,TRUE,TRUE,0.2
500,0.6,5,0.3,0.780780780780781,-Inf,TRUE,TRUE,0.3
500,0.6,5,0.3,1.34134134134134,-Inf,TRUE,TRUE,0.4
500,0.6,5,0.3,2.3023023023023,-Inf,TRUE,TRUE,0.5
500,0.6,5,0.3,2.82282282282282,2.757,TRUE,TRUE,0.6
500,0.6,5,0.3,3.3033033033033,3.296,TRUE,TRUE,0.7
500,0.6,5,0.3,3.62362362362362,3.809,TRUE,TRUE,0.8
500,0.6,5,0.3,3.82382382382382,4.316,TRUE,TRUE,0.9
500,0.6,5,0.3,4.1041041041041,4.994,TRUE,TRUE,1
500,0.6,5,0.3,-Inf,-Inf,TRUE,TRUE,0.1
500,0.6,5,0.3,0.820820820820821,-Inf,TRUE,TRUE,0.2
500,0.6,5,0.3,1.5015015015015,-Inf,TRUE,TRUE,0.3
500,0.6,5,0.3,1.9019019019019,-Inf,TRUE,TRUE,0.4
500,0.6,5,0.3,2.5025025025025,-Inf,TRUE,TRUE,0.5
500,0.6,5,0.3,2.94294294294294,2.853,TRUE,TRUE,0.6
500,0.6,5,0.3,3.34334334334334,3.471,TRUE,TRUE,0.7
500,0.6,5,0.3,3.74374374374374,3.879,TRUE,TRUE,0.8
500,0.6,5,0.3,4.1041041041041,4.332,TRUE,TRUE,0.9
500,0.6,5,0.3,4.38438438438438,5.011,TRUE,TRUE,1
500,0.6,5,0.3,-Inf,-Inf,TRUE,TRUE,0.1
500,0.6,5,0.3,0.3003003003003,-Inf,TRUE,TRUE,0.2
500,0.6,5,0.3,1.22122122122122,-Inf,TRUE,TRUE,0.3
500,0.6,5,0.3,1.58158158158158,-Inf,TRUE,TRUE,0.4
500,0.6,5,0.3,2.38238238238238,-0.344,TRUE,TRUE,0.5
500,0.6,5,0.3,2.86286286286286,2.683,TRUE,TRUE,0.6
500,0.6,5,0.3,3.22322322322322,3.292,TRUE,TRUE,0.7
500,0.6,5,0.3,3.58358358358358,3.746,TRUE,TRUE,0.8
500,0.6,5,0.3,3.9039039039039,4.198,TRUE,TRUE,0.9
500,0.6,5,0.3,4.18418418418418,4.829,TRUE,TRUE,1
500,0.6,5,0.3,-Inf,-Inf,TRUE,TRUE,0.1
500,0.6,5,0.3,0.38038038038038,-Inf,TRUE,TRUE,0.2
500,0.6,5,0.3,1.14114114114114,-Inf,TRUE,TRUE,0.3
500,0.6,5,0.3,1.62162162162162,-Inf,TRUE,TRUE,0.4
500,0.6,5,0.3,2.02202202202202,-Inf,TRUE,TRUE,0.5
500,0.6,5,0.3,2.74274274274274,2.37,TRUE,TRUE,0.6
500,0.6,5,0.3,3.1031031031031,2.968,TRUE,TRUE,0.7
500,0.6,5,0.3,3.5035035035035,3.415,TRUE,TRUE,0.8
500,0.6,5,0.3,3.78378378378378,3.889,TRUE,TRUE,0.9
500,0.6,5,0.3,4.02402402402402,4.616,TRUE,TRUE,1
500,0.6,5,0.3,-Inf,-Inf,TRUE,TRUE,0.1
500,0.6,5,0.3,0.5005005005005,-Inf,TRUE,TRUE,0.2
500,0.6,5,0.3,1.26126126126126,-Inf,TRUE,TRUE,0.3
500,0.6,5,0.3,1.58158158158158,-Inf,TRUE,TRUE,0.4
500,0.6,5,0.3,2.38238238238238,1.929,TRUE,TRUE,0.5
500,0.6,5,0.3,2.9029029029029,2.996,TRUE,TRUE,0.6
500,0.6,5,0.3,3.34334334334334,3.512,TRUE,TRUE,0.7
500,0.6,5,0.3,3.66366366366366,3.923,TRUE,TRUE,0.8
500,0.6,5,0.3,3.98398398398398,4.34,TRUE,TRUE,0.9
500,0.6,5,0.3,4.22422422422422,4.943,TRUE,TRUE,1
500,0.6,5,0.3,-Inf,-Inf,TRUE,TRUE,0.1
500,0.6,5,0.3,0.54054054054054,-Inf,TRUE,TRUE,0.2
500,0.6,5,0.3,1.42142142142142,-Inf,TRUE,TRUE,0.3
500,0.6,5,0.3,1.82182182182182,-Inf,TRUE,TRUE,0.4
500,0.6,5,0.3,2.14214214214214,0.965,TRUE,TRUE,0.5
500,0.6,5,0.3,2.78278278278278,2.751,TRUE,TRUE,0.6
500,0.6,5,0.3,3.26326326326326,3.299,TRUE,TRUE,0.7
500,0.6,5,0.3,3.62362362362362,3.706,TRUE,TRUE,0.8
500,0.6,5,0.3,3.9039039039039,4.151,TRUE,TRUE,0.9
500,0.6,5,0.3,4.14414414414414,4.863,TRUE,TRUE,1
500,0.6,5,0.3,-Inf,-Inf,TRUE,TRUE,0.1
500,0.6,5,0.3,0.14014014014014,-Inf,TRUE,TRUE,0.2
500,0.6,5,0.3,0.820820820820821,-Inf,TRUE,TRUE,0.3
500,0.6,5,0.3,1.22122122122122,-Inf,TRUE,TRUE,0.4
500,0.6,5,0.3,1.86186186186186,1.121,TRUE,TRUE,0.5
500,0.6,5,0.3,2.54254254254254,2.464,TRUE,TRUE,0.6
500,0.6,5,0.3,3.02302302302302,3.018,TRUE,TRUE,0.7
500,0.6,5,0.3,3.38338338338338,3.422,TRUE,TRUE,0.8
500,0.6,5,0.3,3.78378378378378,3.913,TRUE,TRUE,0.9
500,0.6,5,0.3,4.1041041041041,4.642,TRUE,TRUE,1
500,0.6,5,0.3,-Inf,-Inf,TRUE,TRUE,0.1
500,0.6,5,0.3,0.5005005005005,-Inf,TRUE,TRUE,0.2
500,0.6,5,0.3,1.78178178178178,-Inf,TRUE,TRUE,0.3
500,0.6,5,0.3,2.1021021021021,-Inf,TRUE,TRUE,0.4
500,0.6,5,0.3,2.38238238238238,-Inf,TRUE,TRUE,0.5
500,0.6,5,0.3,2.82282282282282,2.687,TRUE,TRUE,0.6
500,0.6,5,0.3,3.22322322322322,3.282,TRUE,TRUE,0.7
500,0.6,5,0.3,3.58358358358358,3.714,TRUE,TRUE,0.8
500,0.6,5,0.3,3.86386386386386,4.122,TRUE,TRUE,0.9
500,0.6,5,0.3,4.18418418418418,4.782,TRUE,TRUE,1
500,0.6,5,0.3,-Inf,-Inf,TRUE,TRUE,0.1
500,0.6,5,0.3,0.42042042042042,-Inf,TRUE,TRUE,0.2
500,0.6,5,0.3,1.34134134134134,-Inf,TRUE,TRUE,0.3
500,0.6,5,0.3,1.82182182182182,-Inf,TRUE,TRUE,0.4
500,0.6,5,0.3,2.18218218218218,1.723,TRUE,TRUE,0.5
500,0.6,5,0.3,2.66266266266266,2.716,TRUE,TRUE,0.6
500,0.6,5,0.3,3.1031031031031,3.289,TRUE,TRUE,0.7
500,0.6,5,0.3,3.5035035035035,3.692,TRUE,TRUE,0.8
500,0.6,5,0.3,3.86386386386386,4.049,TRUE,TRUE,0.9
500,0.6,5,0.3,4.18418418418418,4.775,TRUE,TRUE,1
500,0.6,5,0.3,-Inf,-Inf,TRUE,TRUE,0.1
500,0.6,5,0.3,0.74074074074074,-Inf,TRUE,TRUE,0.2
500,0.6,5,0.3,1.38138138138138,-Inf,TRUE,TRUE,0.3
500,0.6,5,0.3,1.66166166166166,-Inf,TRUE,TRUE,0.4
500,0.6,5,0.3,2.26226226226226,0.971,TRUE,TRUE,0.5
500,0.6,5,0.3,2.78278278278278,2.79,TRUE,TRUE,0.6
500,0.6,5,0.3,3.22322322322322,3.357,TRUE,TRUE,0.7
500,0.6,5,0.3,3.5035035035035,3.775,TRUE,TRUE,0.8
500,0.6,5,0.3,3.82382382382382,4.188,TRUE,TRUE,0.9
500,0.6,5,0.3,4.06406406406406,4.832,TRUE,TRUE,1
1000,0.6,5,0.3,-Inf,-Inf,TRUE,TRUE,0.1
1000,0.6,5,0.3,1.42142142142142,-Inf,TRUE,TRUE,0.2
1000,0.6,5,0.3,1.9019019019019,-Inf,TRUE,TRUE,0.3
1000,0.6,5,0.3,2.3023023023023,-Inf,TRUE,TRUE,0.4
1000,0.6,5,0.3,2.74274274274274,-Inf,TRUE,TRUE,0.5
1000,0.6,5,0.3,3.14314314314314,2.708,TRUE,TRUE,0.6
1000,0.6,5,0.3,3.46346346346346,3.283,TRUE,TRUE,0.7
1000,0.6,5,0.3,3.82382382382382,3.753,TRUE,TRUE,0.8
1000,0.6,5,0.3,4.1041041041041,4.243,TRUE,TRUE,0.9
1000,0.6,5,0.3,4.38438438438438,4.897,TRUE,TRUE,1
1000,0.6,5,0.3,-Inf,-Inf,TRUE,TRUE,0.1
1000,0.6,5,0.3,0.62062062062062,-Inf,TRUE,TRUE,0.2
1000,0.6,5,0.3,1.18118118118118,-Inf,TRUE,TRUE,0.3
1000,0.6,5,0.3,2.14214214214214,-Inf,TRUE,TRUE,0.4
1000,0.6,5,0.3,2.7027027027027,0.991,TRUE,TRUE,0.5
1000,0.6,5,0.3,3.18318318318318,2.702,TRUE,TRUE,0.6
1000,0.6,5,0.3,3.5035035035035,3.264,TRUE,TRUE,0.7
1000,0.6,5,0.3,3.82382382382382,3.699,TRUE,TRUE,0.8
1000,0.6,5,0.3,4.1041041041041,4.116,TRUE,TRUE,0.9
1000,0.6,5,0.3,4.38438438438438,4.741,TRUE,TRUE,1
1000,0.6,5,0.3,-Inf,-Inf,TRUE,TRUE,0.1
1000,0.6,5,0.3,1.18118118118118,-Inf,TRUE,TRUE,0.2
1000,0.6,5,0.3,1.7017017017017,-Inf,TRUE,TRUE,0.3
1000,0.6,5,0.3,2.18218218218218,-Inf,TRUE,TRUE,0.4
1000,0.6,5,0.3,2.74274274274274,0.888,TRUE,TRUE,0.5
1000,0.6,5,0.3,3.14314314314314,2.681,TRUE,TRUE,0.6
1000,0.6,5,0.3,3.5035035035035,3.275,TRUE,TRUE,0.7
1000,0.6,5,0.3,3.78378378378378,3.749,TRUE,TRUE,0.8
1000,0.6,5,0.3,4.1041041041041,4.182,TRUE,TRUE,0.9
1000,0.6,5,0.3,4.42442442442442,4.818,TRUE,TRUE,1
1000,0.6,5,0.3,-Inf,-Inf,TRUE,TRUE,0.1
1000,0.6,5,0.3,0.900900900900901,-Inf,TRUE,TRUE,0.2
1000,0.6,5,0.3,1.38138138138138,-Inf,TRUE,TRUE,0.3
1000,0.6,5,0.3,2.14214214214214,-Inf,TRUE,TRUE,0.4
1000,0.6,5,0.3,2.7027027027027,-Inf,TRUE,TRUE,0.5
1000,0.6,5,0.3,3.14314314314314,2.538,TRUE,TRUE,0.6
1000,0.6,5,0.3,3.46346346346346,3.194,TRUE,TRUE,0.7
1000,0.6,5,0.3,3.78378378378378,3.704,TRUE,TRUE,0.8
1000,0.6,5,0.3,4.14414414414414,4.177,TRUE,TRUE,0.9
1000,0.6,5,0.3,4.38438438438438,4.862,TRUE,TRUE,1
1000,0.6,5,0.3,-Inf,-Inf,TRUE,TRUE,0.1
1000,0.6,5,0.3,0.42042042042042,-Inf,TRUE,TRUE,0.2
1000,0.6,5,0.3,1.3013013013013,-Inf,TRUE,TRUE,0.3
1000,0.6,5,0.3,2.38238238238238,-Inf,TRUE,TRUE,0.4
1000,0.6,5,0.3,2.94294294294294,-0.086,TRUE,TRUE,0.5
1000,0.6,5,0.3,3.34334334334334,2.809,TRUE,TRUE,0.6
1000,0.6,5,0.3,3.62362362362362,3.453,TRUE,TRUE,0.7
1000,0.6,5,0.3,3.98398398398398,3.93,TRUE,TRUE,0.8
1000,0.6,5,0.3,4.26426426426426,4.393,TRUE,TRUE,0.9
1000,0.6,5,0.3,4.5045045045045,5.049,TRUE,TRUE,1
1000,0.6,5,0.3,-Inf,-Inf,TRUE,TRUE,0.1
1000,0.6,5,0.3,0.58058058058058,-Inf,TRUE,TRUE,0.2
1000,0.6,5,0.3,1.06106106106106,-Inf,TRUE,TRUE,0.3
1000,0.6,5,0.3,2.18218218218218,-Inf,TRUE,TRUE,0.4
1000,0.6,5,0.3,2.7027027027027,0.4,TRUE,TRUE,0.5
1000,0.6,5,0.3,3.1031031031031,2.548,TRUE,TRUE,0.6
1000,0.6,5,0.3,3.5035035035035,3.232,TRUE,TRUE,0.7
1000,0.6,5,0.3,3.86386386386386,3.706,TRUE,TRUE,0.8
1000,0.6,5,0.3,4.18418418418418,4.15,TRUE,TRUE,0.9
1000,0.6,5,0.3,4.46446446446446,4.802,TRUE,TRUE,1
1000,0.6,5,0.3,-Inf,-Inf,TRUE,TRUE,0.1
1000,0.6,5,0.3,0.940940940940941,-Inf,TRUE,TRUE,0.2
1000,0.6,5,0.3,1.54154154154154,-Inf,TRUE,TRUE,0.3
1000,0.6,5,0.3,2.38238238238238,-Inf,TRUE,TRUE,0.4
1000,0.6,5,0.3,2.98298298298298,-Inf,TRUE,TRUE,0.5
1000,0.6,5,0.3,3.42342342342342,2.763,TRUE,TRUE,0.6
1000,0.6,5,0.3,3.7037037037037,3.355,TRUE,TRUE,0.7
1000,0.6,5,0.3,3.98398398398398,3.826,TRUE,TRUE,0.8
1000,0.6,5,0.3,4.22422422422422,4.294,TRUE,TRUE,0.9
1000,0.6,5,0.3,4.46446446446446,4.959,TRUE,TRUE,1
1000,0.6,5,0.3,-Inf,-Inf,TRUE,TRUE,0.1
1000,0.6,5,0.3,0.780780780780781,-Inf,TRUE,TRUE,0.2
1000,0.6,5,0.3,1.26126126126126,-Inf,TRUE,TRUE,0.3
1000,0.6,5,0.3,1.98198198198198,-Inf,TRUE,TRUE,0.4
1000,0.6,5,0.3,2.62262262262262,1.055,TRUE,TRUE,0.5
1000,0.6,5,0.3,3.06306306306306,2.561,TRUE,TRUE,0.6
1000,0.6,5,0.3,3.42342342342342,3.154,TRUE,TRUE,0.7
1000,0.6,5,0.3,3.7037037037037,3.598,TRUE,TRUE,0.8
1000,0.6,5,0.3,4.02402402402402,4.079,TRUE,TRUE,0.9
