"m","p","tau","rho","width_us","width_riqite","cover_us","cover_riqite","quants_check"
1000,0.6,1,0.3,-1.14114114114114,-2.536,TRUE,TRUE,0.5
1000,0.6,1,0.3,-0.74074074074074,-1.256,TRUE,TRUE,0.6
1000,0.6,1,0.3,-0.42042042042042,-0.7,TRUE,TRUE,0.7
1000,0.6,1,0.3,-0.14014014014014,-0.268,TRUE,TRUE,0.8
1000,0.6,1,0.3,0.14014014014014,0.19,TRUE,TRUE,0.9
1000,0.6,1,0.3,0.42042042042042,0.859,TRUE,TRUE,1
1000,0.6,1,0.3,-Inf,-Inf,TRUE,TRUE,0.1
1000,0.6,1,0.3,-3.06306306306306,-Inf,TRUE,TRUE,0.2
1000,0.6,1,0.3,-2.42242242242242,-Inf,TRUE,TRUE,0.3
1000,0.6,1,0.3,-1.78178178178178,-Inf,TRUE,TRUE,0.4
1000,0.6,1,0.3,-1.14114114114114,-2.499,TRUE,TRUE,0.5
1000,0.6,1,0.3,-0.66066066066066,-1.116,TRUE,TRUE,0.6
1000,0.6,1,0.3,-0.34034034034034,-0.572,TRUE,TRUE,0.7
1000,0.6,1,0.3,-0.06006006006006,-0.159,TRUE,TRUE,0.8
1000,0.6,1,0.3,0.22022022022022,0.307,TRUE,TRUE,0.9
1000,0.6,1,0.3,0.46046046046046,0.981,TRUE,TRUE,1
1000,0.6,1,0.3,-Inf,-Inf,TRUE,TRUE,0.1
1000,0.6,1,0.3,-3.22322322322322,-Inf,TRUE,TRUE,0.2
1000,0.6,1,0.3,-2.66266266266266,-Inf,TRUE,TRUE,0.3
1000,0.6,1,0.3,-1.94194194194194,-Inf,TRUE,TRUE,0.4
1000,0.6,1,0.3,-1.42142142142142,-2.792,TRUE,TRUE,0.5
1000,0.6,1,0.3,-0.900900900900901,-1.313,TRUE,TRUE,0.6
1000,0.6,1,0.3,-0.5005005005005,-0.712,TRUE,TRUE,0.7
1000,0.6,1,0.3,-0.18018018018018,-0.256,TRUE,TRUE,0.8
1000,0.6,1,0.3,0.1001001001001,0.23,TRUE,TRUE,0.9
1000,0.6,1,0.3,0.38038038038038,0.942,TRUE,TRUE,1
1000,0.6,1,0.3,-Inf,-Inf,TRUE,TRUE,0.1
1000,0.6,1,0.3,-2.94294294294294,-Inf,TRUE,TRUE,0.2
1000,0.6,1,0.3,-2.42242242242242,-Inf,TRUE,TRUE,0.3
1000,0.6,1,0.3,-1.9019019019019,-Inf,TRUE,TRUE,0.4
1000,0.6,1,0.3,-1.26126126126126,-Inf,TRUE,TRUE,0.5
1000,0.6,1,0.3,-0.74074074074074,-1.446,TRUE,TRUE,0.6
1000,0.6,1,0.3,-0.38038038038038,-0.84,TRUE,TRUE,0.7
1000,0.6,1,0.3,-0.06006006006006,-0.367,TRUE,TRUE,0.8
1000,0.6,1,0.3,0.18018018018018,0.12,TRUE,TRUE,0.9
1000,0.6,1,0.3,0.46046046046046,0.825,TRUE,TRUE,1
1000,0.6,1,0.3,-Inf,-Inf,TRUE,TRUE,0.1
1000,0.6,1,0.3,-2.78278278278278,-Inf,TRUE,TRUE,0.2
1000,0.6,1,0.3,-2.26226226226226,-Inf,TRUE,TRUE,0.3
1000,0.6,1,0.3,-1.86186186186186,-Inf,TRUE,TRUE,0.4
1000,0.6,1,0.3,-1.26126126126126,-3.243,TRUE,TRUE,0.5
1000,0.6,1,0.3,-0.900900900900901,-1.313,TRUE,TRUE,0.6
1000,0.6,1,0.3,-0.58058058058058,-0.751,TRUE,TRUE,0.7
1000,0.6,1,0.3,-0.3003003003003,-0.3,TRUE,TRUE,0.8
1000,0.6,1,0.3,0.02002002002002,0.164,TRUE,TRUE,0.9
1000,0.6,1,0.3,0.26026026026026,0.833,TRUE,TRUE,1
1000,0.6,1,0.3,-Inf,-Inf,TRUE,TRUE,0.1
1000,0.6,1,0.3,-3.5035035035035,-Inf,TRUE,TRUE,0.2
1000,0.6,1,0.3,-2.86286286286286,-Inf,TRUE,TRUE,0.3
1000,0.6,1,0.3,-1.94194194194194,-Inf,TRUE,TRUE,0.4
1000,0.6,1,0.3,-1.34134134134134,-3.248,TRUE,TRUE,0.5
1000,0.6,1,0.3,-0.980980980980981,-1.398,TRUE,TRUE,0.6
1000,0.6,1,0.3,-0.62062062062062,-0.837,TRUE,TRUE,0.7
1000,0.6,1,0.3,-0.26026026026026,-0.395,TRUE,TRUE,0.8
1000,0.6,1,0.3,0.02002002002002,0.066,TRUE,TRUE,0.9
1000,0.6,1,0.3,0.3003003003003,0.677,TRUE,TRUE,1
1000,0.6,1,0.3,-Inf,-Inf,TRUE,TRUE,0.1
1000,0.6,1,0.3,-3.14314314314314,-Inf,TRUE,TRUE,0.2
1000,0.6,1,0.3,-2.58258258258258,-Inf,TRUE,TRUE,0.3
1000,0.6,1,0.3,-1.9019019019019,-Inf,TRUE,TRUE,0.4
1000,0.6,1,0.3,-1.3013013013013,-2.331,TRUE,TRUE,0.5
1000,0.6,1,0.3,-0.940940940940941,-1.221,TRUE,TRUE,0.6
1000,0.6,1,0.3,-0.58058058058058,-0.664,TRUE,TRUE,0.7
1000,0.6,1,0.3,-0.22022022022022,-0.219,TRUE,TRUE,0.8
1000,0.6,1,0.3,0.1001001001001,0.227,TRUE,TRUE,0.9
1000,0.6,1,0.3,0.42042042042042,0.874,TRUE,TRUE,1
100,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.1
100,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.2
100,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.3
100,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.4
100,0.6,1,0.7,-2.54254254254254,-2.57,TRUE,TRUE,0.5
100,0.6,1,0.7,-2.02202202202202,-1.618,TRUE,TRUE,0.6
100,0.6,1,0.7,-1.34134134134134,-1.095,TRUE,TRUE,0.7
100,0.6,1,0.7,-1.18118118118118,-0.77,TRUE,TRUE,0.8
100,0.6,1,0.7,-0.900900900900901,-0.319,TRUE,TRUE,0.9
100,0.6,1,0.7,-0.7007007007007,0.281,TRUE,TRUE,1
100,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.1
100,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.2
100,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.3
100,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.4
100,0.6,1,0.7,-2.34234234234234,-Inf,TRUE,TRUE,0.5
100,0.6,1,0.7,-1.86186186186186,-1.621,TRUE,TRUE,0.6
100,0.6,1,0.7,-1.5015015015015,-0.895,TRUE,TRUE,0.7
100,0.6,1,0.7,-1.1011011011011,-0.404,TRUE,TRUE,0.8
100,0.6,1,0.7,-0.820820820820821,0.128,TRUE,TRUE,0.9
100,0.6,1,0.7,-0.66066066066066,0.8,TRUE,TRUE,1
100,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.1
100,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.2
100,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.3
100,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.4
100,0.6,1,0.7,-2.18218218218218,-2.203,TRUE,TRUE,0.5
100,0.6,1,0.7,-1.86186186186186,-1.344,TRUE,TRUE,0.6
100,0.6,1,0.7,-1.54154154154154,-0.988,TRUE,TRUE,0.7
100,0.6,1,0.7,-1.22122122122122,-0.599,TRUE,TRUE,0.8
100,0.6,1,0.7,-1.06106106106106,-0.282,TRUE,TRUE,0.9
100,0.6,1,0.7,-0.780780780780781,0.253,TRUE,TRUE,1
100,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.1
100,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.2
100,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.3
100,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.4
100,0.6,1,0.7,-1.62162162162162,-Inf,TRUE,TRUE,0.5
100,0.6,1,0.7,-1.26126126126126,-1.212,TRUE,TRUE,0.6
100,0.6,1,0.7,-0.980980980980981,-0.585,TRUE,TRUE,0.7
100,0.6,1,0.7,-0.62062062062062,-0.047,TRUE,TRUE,0.8
100,0.6,1,0.7,-0.46046046046046,0.413,TRUE,TRUE,0.9
100,0.6,1,0.7,-0.02002002002002,0.925,TRUE,TRUE,1
100,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.1
100,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.2
100,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.3
100,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.4
100,0.6,1,0.7,-2.22222222222222,-Inf,TRUE,TRUE,0.5
100,0.6,1,0.7,-1.86186186186186,-1.807,TRUE,TRUE,0.6
100,0.6,1,0.7,-1.38138138138138,-0.993,TRUE,TRUE,0.7
100,0.6,1,0.7,-1.18118118118118,-0.428,TRUE,TRUE,0.8
100,0.6,1,0.7,-0.980980980980981,-0.052,TRUE,TRUE,0.9
100,0.6,1,0.7,-0.62062062062062,0.602,TRUE,TRUE,1
100,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.1
100,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.2
100,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.3
100,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.4
100,0.6,1,0.7,-2.18218218218218,-Inf,TRUE,TRUE,0.5
100,0.6,1,0.7,-1.74174174174174,-1.511,TRUE,TRUE,0.6
100,0.6,1,0.7,-1.42142142142142,-0.816,TRUE,TRUE,0.7
100,0.6,1,0.7,-1.22122122122122,-0.474,TRUE,TRUE,0.8
100,0.6,1,0.7,-1.14114114114114,-0.177,TRUE,TRUE,0.9
100,0.6,1,0.7,-0.66066066066066,0.248,TRUE,TRUE,1
100,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.1
100,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.2
100,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.3
100,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.4
100,0.6,1,0.7,-2.22222222222222,-Inf,TRUE,TRUE,0.5
100,0.6,1,0.7,-1.74174174174174,-1.544,TRUE,TRUE,0.6
100,0.6,1,0.7,-1.22122122122122,-0.848,TRUE,TRUE,0.7
100,0.6,1,0.7,-1.14114114114114,-0.33,TRUE,TRUE,0.8
100,0.6,1,0.7,-0.940940940940941,0.202,TRUE,TRUE,0.9
100,0.6,1,0.7,-0.54054054054054,0.821,TRUE,TRUE,1
100,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.1
100,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.2
100,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.3
100,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.4
100,0.6,1,0.7,-2.34234234234234,-2.373,TRUE,TRUE,0.5
100,0.6,1,0.7,-2.14214214214214,-1.703,TRUE,TRUE,0.6
100,0.6,1,0.7,-1.9019019019019,-1.223,TRUE,TRUE,0.7
100,0.6,1,0.7,-1.5015015015015,-0.699,TRUE,TRUE,0.8
100,0.6,1,0.7,-1.18118118118118,-0.277,TRUE,TRUE,0.9
100,0.6,1,0.7,-0.940940940940941,0.406,TRUE,TRUE,1
100,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.1
100,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.2
100,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.3
100,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.4
100,0.6,1,0.7,-1.5015015015015,-Inf,TRUE,TRUE,0.5
100,0.6,1,0.7,-1.26126126126126,-1.005,TRUE,TRUE,0.6
100,0.6,1,0.7,-0.940940940940941,-0.613,TRUE,TRUE,0.7
100,0.6,1,0.7,-0.7007007007007,-0.125,TRUE,TRUE,0.8
100,0.6,1,0.7,-0.38038038038038,0.285,TRUE,TRUE,0.9
100,0.6,1,0.7,-0.14014014014014,0.927,TRUE,TRUE,1
100,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.1
100,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.2
100,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.3
100,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.4
100,0.6,1,0.7,-1.98198198198198,-Inf,TRUE,TRUE,0.5
100,0.6,1,0.7,-1.74174174174174,-1.363,TRUE,TRUE,0.6
100,0.6,1,0.7,-1.34134134134134,-0.68,TRUE,TRUE,0.7
100,0.6,1,0.7,-1.06106106106106,-0.155,TRUE,TRUE,0.8
100,0.6,1,0.7,-0.820820820820821,0.345,TRUE,TRUE,0.9
100,0.6,1,0.7,-0.5005005005005,0.948,TRUE,TRUE,1
100,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.1
100,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.2
100,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.3
100,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.4
100,0.6,1,0.7,-1.1011011011011,-Inf,TRUE,TRUE,0.5
100,0.6,1,0.7,-0.900900900900901,-0.873,TRUE,TRUE,0.6
100,0.6,1,0.7,-0.62062062062062,-0.337,TRUE,TRUE,0.7
100,0.6,1,0.7,-0.42042042042042,0.142,TRUE,TRUE,0.8
100,0.6,1,0.7,-0.06006006006006,0.639,TRUE,TRUE,0.9
100,0.6,1,0.7,0.14014014014014,1.322,TRUE,TRUE,1
100,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.1
100,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.2
100,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.3
100,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.4
100,0.6,1,0.7,-1.86186186186186,-Inf,TRUE,TRUE,0.5
100,0.6,1,0.7,-1.3013013013013,-1.235,TRUE,TRUE,0.6
100,0.6,1,0.7,-1.18118118118118,-0.502,TRUE,TRUE,0.7
100,0.6,1,0.7,-0.980980980980981,-0.101,TRUE,TRUE,0.8
100,0.6,1,0.7,-0.820820820820821,0.369,TRUE,TRUE,0.9
100,0.6,1,0.7,-0.46046046046046,0.987,TRUE,TRUE,1
100,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.1
100,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.2
100,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.3
100,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.4
100,0.6,1,0.7,-2.22222222222222,-Inf,TRUE,TRUE,0.5
100,0.6,1,0.7,-1.9019019019019,-1.827,TRUE,TRUE,0.6
100,0.6,1,0.7,-1.46146146146146,-1.131,TRUE,TRUE,0.7
100,0.6,1,0.7,-1.22122122122122,-0.644,TRUE,TRUE,0.8
100,0.6,1,0.7,-0.860860860860861,-0.186,TRUE,TRUE,0.9
100,0.6,1,0.7,-0.7007007007007,0.477,TRUE,TRUE,1
100,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.1
100,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.2
100,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.3
100,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.4
100,0.6,1,0.7,-3.02302302302302,-3.348,TRUE,TRUE,0.5
100,0.6,1,0.7,-2.74274274274274,-1.917,TRUE,TRUE,0.6
100,0.6,1,0.7,-2.14214214214214,-1.335,TRUE,TRUE,0.7
100,0.6,1,0.7,-2.06206206206206,-1.112,TRUE,TRUE,0.8
100,0.6,1,0.7,-1.78178178178178,-0.595,TRUE,TRUE,0.9
100,0.6,1,0.7,-1.34134134134134,-0.153,TRUE,TRUE,1
100,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.1
100,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.2
100,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.3
100,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.4
100,0.6,1,0.7,-1.54154154154154,-Inf,TRUE,TRUE,0.5
100,0.6,1,0.7,-1.02102102102102,-1.363,TRUE,TRUE,0.6
100,0.6,1,0.7,-0.74074074074074,-0.779,TRUE,TRUE,0.7
100,0.6,1,0.7,-0.46046046046046,-0.332,TRUE,TRUE,0.8
100,0.6,1,0.7,-0.3003003003003,0.305,TRUE,TRUE,0.9
100,0.6,1,0.7,0.18018018018018,0.88,TRUE,TRUE,1
100,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.1
100,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.2
100,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.3
100,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.4
100,0.6,1,0.7,-1.74174174174174,-Inf,TRUE,TRUE,0.5
100,0.6,1,0.7,-1.54154154154154,-2.372,TRUE,TRUE,0.6
100,0.6,1,0.7,-1.1011011011011,-1.562,TRUE,TRUE,0.7
100,0.6,1,0.7,-0.860860860860861,-0.922,TRUE,TRUE,0.8
100,0.6,1,0.7,-0.5005005005005,-0.412,TRUE,TRUE,0.9
100,0.6,1,0.7,-0.42042042042042,0.545,TRUE,TRUE,1
100,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.1
100,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.2
100,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.3
100,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.4
100,0.6,1,0.7,-2.9029029029029,-Inf,TRUE,TRUE,0.5
100,0.6,1,0.7,-2.46246246246246,-1.78,TRUE,TRUE,0.6
100,0.6,1,0.7,-1.9019019019019,-1.24,TRUE,TRUE,0.7
100,0.6,1,0.7,-1.74174174174174,-0.888,TRUE,TRUE,0.8
100,0.6,1,0.7,-1.58158158158158,-0.433,TRUE,TRUE,0.9
100,0.6,1,0.7,-1.34134134134134,0.078,TRUE,TRUE,1
100,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.1
100,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.2
100,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.3
100,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.4
100,0.6,1,0.7,-2.18218218218218,-2.469,TRUE,TRUE,0.5
100,0.6,1,0.7,-1.86186186186186,-1.336,TRUE,TRUE,0.6
100,0.6,1,0.7,-1.62162162162162,-0.846,TRUE,TRUE,0.7
100,0.6,1,0.7,-1.34134134134134,-0.318,TRUE,TRUE,0.8
100,0.6,1,0.7,-1.14114114114114,-0.04,TRUE,TRUE,0.9
100,0.6,1,0.7,-0.940940940940941,0.512,TRUE,TRUE,1
100,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.1
100,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.2
100,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.3
100,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.4
100,0.6,1,0.7,-3.18318318318318,-3.135,TRUE,TRUE,0.5
100,0.6,1,0.7,-2.78278278278278,-1.745,TRUE,TRUE,0.6
100,0.6,1,0.7,-2.06206206206206,-1.275,TRUE,TRUE,0.7
100,0.6,1,0.7,-1.86186186186186,-0.793,TRUE,TRUE,0.8
100,0.6,1,0.7,-1.74174174174174,-0.45,TRUE,TRUE,0.9
100,0.6,1,0.7,-1.54154154154154,0.033,TRUE,TRUE,1
100,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.1
100,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.2
100,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.3
100,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.4
100,0.6,1,0.7,-1.78178178178178,-Inf,TRUE,TRUE,0.5
100,0.6,1,0.7,-1.58158158158158,-1.71,TRUE,TRUE,0.6
100,0.6,1,0.7,-1.34134134134134,-0.897,TRUE,TRUE,0.7
100,0.6,1,0.7,-1.22122122122122,-0.459,TRUE,TRUE,0.8
100,0.6,1,0.7,-0.980980980980981,-0.008,TRUE,TRUE,0.9
100,0.6,1,0.7,-0.780780780780781,0.687,TRUE,TRUE,1
500,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.1
500,0.6,1,0.7,-2.94294294294294,-Inf,TRUE,TRUE,0.2
500,0.6,1,0.7,-2.18218218218218,-Inf,TRUE,TRUE,0.3
500,0.6,1,0.7,-1.74174174174174,-Inf,TRUE,TRUE,0.4
500,0.6,1,0.7,-1.38138138138138,-Inf,TRUE,TRUE,0.5
500,0.6,1,0.7,-0.980980980980981,-1.178,TRUE,TRUE,0.6
500,0.6,1,0.7,-0.58058058058058,-0.545,TRUE,TRUE,0.7
500,0.6,1,0.7,-0.22022022022022,-0.065,TRUE,TRUE,0.8
500,0.6,1,0.7,0.06006006006006,0.388,TRUE,TRUE,0.9
500,0.6,1,0.7,0.38038038038038,1.026,TRUE,TRUE,1
500,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.1
500,0.6,1,0.7,-3.3033033033033,-Inf,TRUE,TRUE,0.2
500,0.6,1,0.7,-2.58258258258258,-Inf,TRUE,TRUE,0.3
500,0.6,1,0.7,-2.22222222222222,-Inf,TRUE,TRUE,0.4
500,0.6,1,0.7,-1.9019019019019,-Inf,TRUE,TRUE,0.5
500,0.6,1,0.7,-1.42142142142142,-1.508,TRUE,TRUE,0.6
500,0.6,1,0.7,-1.06106106106106,-0.938,TRUE,TRUE,0.7
500,0.6,1,0.7,-0.7007007007007,-0.466,TRUE,TRUE,0.8
500,0.6,1,0.7,-0.38038038038038,0.009,TRUE,TRUE,0.9
500,0.6,1,0.7,-0.06006006006006,0.677,TRUE,TRUE,1
500,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.1
500,0.6,1,0.7,-3.58358358358358,-Inf,TRUE,TRUE,0.2
500,0.6,1,0.7,-2.54254254254254,-Inf,TRUE,TRUE,0.3
500,0.6,1,0.7,-2.22222222222222,-Inf,TRUE,TRUE,0.4
500,0.6,1,0.7,-1.78178178178178,-Inf,TRUE,TRUE,0.5
500,0.6,1,0.7,-1.18118118118118,-1.394,TRUE,TRUE,0.6
500,0.6,1,0.7,-0.780780780780781,-0.799,TRUE,TRUE,0.7
500,0.6,1,0.7,-0.46046046046046,-0.372,TRUE,TRUE,0.8
500,0.6,1,0.7,-0.18018018018018,0.063,TRUE,TRUE,0.9
500,0.6,1,0.7,0.14014014014014,0.697,TRUE,TRUE,1
500,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.1
500,0.6,1,0.7,-3.34334334334334,-Inf,TRUE,TRUE,0.2
500,0.6,1,0.7,-2.54254254254254,-Inf,TRUE,TRUE,0.3
500,0.6,1,0.7,-2.22222222222222,-Inf,TRUE,TRUE,0.4
500,0.6,1,0.7,-1.86186186186186,-2.533,TRUE,TRUE,0.5
500,0.6,1,0.7,-1.3013013013013,-1.396,TRUE,TRUE,0.6
500,0.6,1,0.7,-0.860860860860861,-0.84,TRUE,TRUE,0.7
500,0.6,1,0.7,-0.46046046046046,-0.385,TRUE,TRUE,0.8
500,0.6,1,0.7,-0.14014014014014,0.065,TRUE,TRUE,0.9
500,0.6,1,0.7,0.18018018018018,0.821,TRUE,TRUE,1
500,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.1
500,0.6,1,0.7,-3.94394394394394,-Inf,TRUE,TRUE,0.2
500,0.6,1,0.7,-3.1031031031031,-Inf,TRUE,TRUE,0.3
500,0.6,1,0.7,-2.66266266266266,-Inf,TRUE,TRUE,0.4
500,0.6,1,0.7,-1.86186186186186,-Inf,TRUE,TRUE,0.5
500,0.6,1,0.7,-1.3013013013013,-1.527,TRUE,TRUE,0.6
500,0.6,1,0.7,-0.820820820820821,-0.832,TRUE,TRUE,0.7
500,0.6,1,0.7,-0.5005005005005,-0.326,TRUE,TRUE,0.8
500,0.6,1,0.7,-0.14014014014014,0.159,TRUE,TRUE,0.9
500,0.6,1,0.7,0.06006006006006,0.808,TRUE,TRUE,1
500,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.1
500,0.6,1,0.7,-3.58358358358358,-Inf,TRUE,TRUE,0.2
500,0.6,1,0.7,-2.7027027027027,-Inf,TRUE,TRUE,0.3
500,0.6,1,0.7,-2.22222222222222,-Inf,TRUE,TRUE,0.4
500,0.6,1,0.7,-1.98198198198198,-2.629,TRUE,TRUE,0.5
500,0.6,1,0.7,-1.38138138138138,-1.484,TRUE,TRUE,0.6
500,0.6,1,0.7,-0.900900900900901,-0.966,TRUE,TRUE,0.7
500,0.6,1,0.7,-0.62062062062062,-0.491,TRUE,TRUE,0.8
500,0.6,1,0.7,-0.3003003003003,-0.013,TRUE,TRUE,0.9
500,0.6,1,0.7,0.02002002002002,0.705,TRUE,TRUE,1
500,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.1
500,0.6,1,0.7,-3.18318318318318,-Inf,TRUE,TRUE,0.2
500,0.6,1,0.7,-2.34234234234234,-Inf,TRUE,TRUE,0.3
500,0.6,1,0.7,-1.98198198198198,-Inf,TRUE,TRUE,0.4
500,0.6,1,0.7,-1.7017017017017,-Inf,TRUE,TRUE,0.5
500,0.6,1,0.7,-1.1011011011011,-1.38,TRUE,TRUE,0.6
500,0.6,1,0.7,-0.7007007007007,-0.706,TRUE,TRUE,0.7
500,0.6,1,0.7,-0.38038038038038,-0.188,TRUE,TRUE,0.8
500,0.6,1,0.7,-0.1001001001001,0.333,TRUE,TRUE,0.9
500,0.6,1,0.7,0.18018018018018,0.954,TRUE,TRUE,1
500,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.1
500,0.6,1,0.7,-3.3033033033033,-Inf,TRUE,TRUE,0.2
500,0.6,1,0.7,-2.46246246246246,-Inf,TRUE,TRUE,0.3
500,0.6,1,0.7,-2.1021021021021,-Inf,TRUE,TRUE,0.4
500,0.6,1,0.7,-1.74174174174174,-2.4,TRUE,TRUE,0.5
500,0.6,1,0.7,-1.18118118118118,-1.242,TRUE,TRUE,0.6
500,0.6,1,0.7,-0.780780780780781,-0.7,TRUE,TRUE,0.7
500,0.6,1,0.7,-0.46046046046046,-0.247,TRUE,TRUE,0.8
500,0.6,1,0.7,-0.14014014014014,0.173,TRUE,TRUE,0.9
500,0.6,1,0.7,0.18018018018018,0.821,TRUE,TRUE,1
500,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.1
500,0.6,1,0.7,-3.42342342342342,-Inf,TRUE,TRUE,0.2
500,0.6,1,0.7,-2.58258258258258,-Inf,TRUE,TRUE,0.3
500,0.6,1,0.7,-2.22222222222222,-Inf,TRUE,TRUE,0.4
500,0.6,1,0.7,-1.66166166166166,-Inf,TRUE,TRUE,0.5
500,0.6,1,0.7,-1.22122122122122,-1.365,TRUE,TRUE,0.6
500,0.6,1,0.7,-0.860860860860861,-0.7,TRUE,TRUE,0.7
500,0.6,1,0.7,-0.5005005005005,-0.214,TRUE,TRUE,0.8
500,0.6,1,0.7,-0.18018018018018,0.239,TRUE,TRUE,0.9
500,0.6,1,0.7,0.14014014014014,0.862,TRUE,TRUE,1
500,0.6,1,0.7,-Inf,-Inf,TRUE,TRUE,0.1
500,0.6,1,0.7,-3.7037037037037,-Inf,TRUE,TRUE,0.2
500,0.6,1,0.7,-3.02302302302302,-Inf,TRUE,TRUE,0.3
500,0.6,1,0.7,-2.58258258258258,-Inf,TRUE,TRUE,0.4
